"scenario","p","m","n_true","n_ratio","m_ratio","method","n_rep","bias","relative_bias","rmse","posterior_sd","coverage_95","stein_loss","median_runtime","mean_runtime","mean_acceptance_rate"
"p5_m10_n20",5,10,20,4,2,"RWM",1000,3.38633476351178,0.169316738175589,4.33556686714268,2.41190706004913,0.683,0.153187038703041,0.839999999999918,0.87449,0.324939734933733
"p10_m10_n40",10,10,40,4,1,"Collapsed",1000,6.8069787003255,0.170174467508137,7.32548118347593,2.51964855119409,0.19,0.266282259517249,0.0899999999999181,0.0971899999999953,NA
"p10_m10_n40",10,10,40,4,1,"MLE",1000,3.80916608806763,0.0952291522016908,4.55786972639233,NA,NA,0.193045319354726,0,0.000649999999999864,NA
"p10_m10_n40",10,10,40,4,1,"RWM",1000,6.81768972178714,0.170442243044679,7.38560183298466,2.48787566239701,0.184,0.266793787090259,0.900000000000091,0.937230000000003,0.16517504376094
"p20_m10_n80",20,10,80,4,0.5,"Collapsed",1000,14.0294994816295,0.175368743520369,14.308531191928,2.58329521275122,0,0.517344858123191,0.1099999999999,0.114309999999994,NA
"p20_m10_n80",20,10,80,4,0.5,"MLE",1000,7.40767737499422,0.0925959671874277,7.84385474176137,NA,NA,0.3498786663347,0,0.000389999999999645,NA
"p20_m10_n80",20,10,80,4,0.5,"RWM",1000,13.9939674995385,0.174924593744231,14.3085421968127,2.50209244590516,0,0.516886536178088,1.24000000000001,1.27444,0.0830205051262816
"p30_m10_n120",30,10,120,4,0.333333333333333,"Collapsed",1000,21.3328446215908,0.177773705179923,21.5195188864168,2.60747805766338,0,0.770710699842129,0.130000000000109,0.14511,NA
"p30_m10_n120",30,10,120,4,0.333333333333333,"MLE",1000,11.0641412948365,0.0922011774569711,11.3624754489744,NA,NA,0.508319507072977,0,0.000549999999999727,NA
"p30_m10_n120",30,10,120,4,0.333333333333333,"RWM",1000,21.3444343753326,0.177870286461105,21.5708753763609,2.51565615948314,0,0.771540268961188,1.98000000000002,2.02248,0.0557226806701675
"p3_m10_n24",3,10,24,8,3.33333333333333,"Collapsed",1000,4.7106760230119,0.196278167625496,7.07844289521675,5.00457305204473,0.831,0.104849869502208,0.160000000000082,0.172929999999997,NA
"p3_m10_n24",3,10,24,8,3.33333333333333,"MLE",1000,3.44855934879846,0.143689972866602,6.10041003889009,NA,NA,0.0893689086962221,0,0.0003900000000001,NA
"p3_m10_n24",3,10,24,8,3.33333333333333,"RWM",1000,4.78263740571188,0.199276558571328,7.30710857053557,4.93514551594296,0.819,0.106307829777112,0.779999999999973,0.807180000000003,0.386739434858715
"p5_m10_n40",5,10,40,8,2,"Collapsed",1000,7.44937698908531,0.186234424727133,9.43136234655755,5.14542899084095,0.648,0.130758201569095,0.0900000000001455,0.108589999999998,NA
"p5_m10_n40",5,10,40,8,2,"MLE",1000,4.72710275552041,0.11817756888801,7.19867742287673,NA,NA,0.0964855093059108,0,0.000339999999999691,NA
"p5_m10_n40",5,10,40,8,2,"RWM",1000,7.46891939601847,0.186722984900462,9.64070026028546,5.03788199019942,0.633,0.131385524705752,0.830000000000155,0.850610000000001,0.239866966741685
"p10_m10_n80",10,10,80,8,1,"Collapsed",1000,15.2829385772998,0.191036732216248,16.4598643010083,5.34233076712523,0.167,0.227155489896702,0.0800000000001546,0.0943499999999983,NA
"p10_m10_n80",10,10,80,8,1,"MLE",1000,8.6144920024051,0.107681150030064,10.302356371225,NA,NA,0.136879854906152,0,0.000419999999999845,NA
"p10_m10_n80",10,10,80,8,1,"RWM",1000,15.230875046044,0.19038593807555,16.6190528520719,5.13812462248713,0.158,0.227107984015787,0.899999999999864,0.913870000000001,0.120628407101775
"p20_m10_n160",20,10,160,8,0.5,"Collapsed",1000,31.4265941369513,0.196416213355945,31.9873362908168,5.47021944835593,0,0.440895049815625,0.1099999999999,0.115490000000002,NA
"p20_m10_n160",20,10,160,8,0.5,"MLE",1000,16.6986707903057,0.104366692439411,17.5715035104162,NA,NA,0.235661633727903,0,0.000380000000000791,NA
"p20_m10_n160",20,10,160,8,0.5,"RWM",1000,31.5298372841209,0.197061483025755,32.2308211556524,5.05869212017188,0,0.442288521429101,1.24000000000001,1.26454,0.0606734183545886
"p30_m10_n240",30,10,240,8,0.333333333333333,"Collapsed",1000,47.5026236660596,0.197927598608582,47.8654907937747,5.51420203285253,0,0.659592036132402,0.130000000000109,0.137710000000001,NA
"p30_m10_n240",30,10,240,8,0.333333333333333,"MLE",1000,24.6860804306061,0.102858668460859,25.2648038067361,NA,NA,0.339760867629203,0,0.000409999999999854,NA
"p30_m10_n240",30,10,240,8,0.333333333333333,"RWM",1000,47.459125797969,0.197746357491538,47.9846162489236,4.82935569892535,0,0.660013703158458,1.8900000000001,1.91831999999999,0.0406674168542136
"p3_m20_n4",3,20,4,1.33333333333333,6.66666666666667,"Collapsed",1000,0.189972076758439,0.0474930191896097,0.426029182730055,0.367746995774952,0.917,0.0904894575311192,0.0800000000001546,0.0877800000000027,NA
"p3_m20_n4",3,20,4,1.33333333333333,6.66666666666667,"MLE",1000,0.143079224575409,0.0357698061438523,0.398395445321464,NA,NA,0.0897258639969776,0,0.000429999999999836,NA
"p3_m20_n4",3,20,4,1.33333333333333,6.66666666666667,"RWM",1000,0.195070801663886,0.0487677004159714,0.441892445760618,0.366796371313805,0.908,0.0905682101784165,0.779999999999973,0.812979999999998,0.404672168042011
"p5_m20_n6",5,20,6,1.2,4,"Collapsed",1000,0.216408367363176,0.0360680612271959,0.394005112406008,0.30622648578818,0.879,0.134830766876546,0.0800000000001546,0.0914799999999987,NA
"p5_m20_n6",5,20,6,1.2,4,"MLE",1000,0.142469332999449,0.0237448888332415,0.347677838358109,NA,NA,0.133752328251048,0,0.000320000000000164,NA
"p5_m20_n6",5,20,6,1.2,4,"RWM",1000,0.217370028240706,0.0362283380401177,0.40447903057749,0.305726120665324,0.872,0.134873642214766,0.829999999999927,0.849880000000006,0.299237059264816
"p10_m20_n11",10,20,11,1.1,2,"Collapsed",1000,0.277974747263242,0.0252704315693856,0.378873713227854,0.252778885507741,0.829,0.260557116802379,0.0899999999999181,0.09778,NA
"p10_m20_n11",10,20,11,1.1,2,"MLE",1000,0.155091442503952,0.0140992220458138,0.289136113779767,NA,NA,0.259155138748444,0,0.000450000000000045,NA
"p10_m20_n11",10,20,11,1.1,2,"RWM",1000,0.280033436648428,0.0254575851498571,0.390217226633859,0.251283981121434,0.784,0.260650115964379,0.909999999999854,0.936939999999997,0.144527381845461
"p20_m20_n21",20,20,21,1.05,1,"Collapsed",1000,0.431968744420215,0.0205699402104864,0.497726992151174,0.220699264941832,0.598,0.511680907841166,0.110000000000127,0.118649999999998,NA
"p20_m20_n21",20,20,21,1.05,1,"MLE",1000,0.224692464974824,0.0106996411892773,0.320976148548667,NA,NA,0.509686420693181,0,0.000360000000001037,NA
"p20_m20_n21",20,20,21,1.05,1,"RWM",1000,0.43454630779509,0.0206926813235757,0.506206593918737,0.218181457873024,0.49,0.511793396641721,1.15000000000009,1.18064000000001,0.0689557389347337
"p30_m20_n31",30,20,31,1.03333333333333,0.666666666666667,"Collapsed",1000,0.571517110391996,0.0184360358190966,0.617579511846336,0.207578497345645,0.358,0.766279578453768,0.130000000000109,0.142560000000006,NA
"p30_m20_n31",30,20,31,1.03333333333333,0.666666666666667,"MLE",1000,0.296330535794936,0.00955904954177212,0.362519053969051,NA,NA,0.764683385514264,0,0.000689999999998236,NA
"p30_m20_n31",30,20,31,1.03333333333333,0.666666666666667,"RWM",1000,0.571375316464157,0.0184314618214244,0.618835855503495,0.205670429367866,0.203,0.766492752059183,1.7199999999998,1.73872,0.0447786946736684
"p3_m20_n6",3,20,6,2,6.66666666666667,"Collapsed",1000,0.382185547841761,0.0636975913069602,0.795357897771305,0.664653236074585,0.907,0.0710983134423466,0.0799999999999272,0.0889099999999971,NA
"p3_m20_n6",3,20,6,2,6.66666666666667,"MLE",1000,0.280231385139722,0.0467052308566203,0.735397433715332,NA,NA,0.0694170601736579,0,0.000320000000000618,NA
"p3_m20_n6",3,20,6,2,6.66666666666667,"RWM",1000,0.394714207675699,0.0657857012792832,0.82111697902965,0.662319007179407,0.899,0.071223379453709,0.799999999999727,0.822170000000007,0.457797699424856
"p5_m20_n10",5,20,10,2,4,"Collapsed",1000,0.590888678066911,0.0590888678066911,0.937948565541165,0.690915505901502,0.857,0.0934579591677261,0.109999999999673,0.103519999999999,NA
"p5_m20_n10",5,20,10,2,4,"MLE",1000,0.369885352889585,0.0369885352889585,0.795663295907354,NA,NA,0.0895722777885135,0,0.000459999999999582,NA
"p5_m20_n10",5,20,10,2,4,"RWM",1000,0.59835905210792,0.059835905210792,0.948187900870351,0.688603132858668,0.851,0.0935124162601219,0.949999999999818,0.957420000000001,0.295306826706677
"p10_m20_n20",10,20,20,2,2,"Collapsed",1000,1.23157780503769,0.0615788902518846,1.46693649382638,0.72399088802415,0.593,0.159843925616045,0.110000000000127,0.114079999999994,NA
"p10_m20_n20",10,20,20,2,2,"MLE",1000,0.725943705411935,0.0362971852705967,1.05709967148856,NA,NA,0.150472605104184,0,0.000490000000000236,NA
"p10_m20_n20",10,20,20,2,2,"RWM",1000,1.24060529533217,0.0620302647666086,1.48923906805035,0.718984960849857,0.562,0.159994672934281,1.09000000000015,1.1084,0.149782945736434
"p20_m20_n40",20,20,40,2,1,"Collapsed",1000,2.53036232849413,0.0632590582123533,2.64991341393466,0.744254661338879,0.078,0.303059016966054,0.130000000000109,0.129960000000001,NA
"p20_m20_n40",20,20,40,2,1,"MLE",1000,1.3187341408981,0.0329683535224526,1.51826048405929,NA,NA,0.278225801264345,0,0.000519999999999072,NA
"p20_m20_n40",20,20,40,2,1,"RWM",1000,2.53004956946959,0.0632512392367398,2.66437041546419,0.735688707798011,0.068,0.303360303158353,1.41000000000031,1.42353,0.0761612903225806
"p30_m20_n60",30,20,60,2,0.666666666666667,"Collapsed",1000,3.89807480360013,0.0649679133933355,3.9749372944075,0.752656359531161,0.001,0.449149418256966,0.140000000000327,0.146540000000015,NA
"p30_m20_n60",30,20,60,2,0.666666666666667,"MLE",1000,1.99982591820723,0.0333304319701206,2.13206495411549,NA,NA,0.408361414822492,0,0.000599999999999909,NA
"p30_m20_n60",30,20,60,2,0.666666666666667,"RWM",1000,3.89430624037208,0.0649051040062014,3.98538606998388,0.736057087920765,0.001,0.4493914170547,1.9849999999999,2.02008999999999,0.0507409352338085
"p3_m20_n12",3,20,12,4,6.66666666666667,"Collapsed",1000,0.905094139989526,0.0754245116657938,1.79801561621579,1.51450399899862,0.902,0.0502619806780594,0.0900000000001455,0.0932600000000079,NA
"p3_m20_n12",3,20,12,4,6.66666666666667,"MLE",1000,0.644128720688549,0.0536773933907124,1.64686471770344,NA,NA,0.047560291618533,0,0.000320000000000164,NA
"p3_m20_n12",3,20,12,4,6.66666666666667,"RWM",1000,0.93825444841767,0.0781878707014725,1.8715145503149,1.50211878087413,0.899,0.0506701653739356,0.839999999999691,0.839309999999991,0.375952988247062
"p5_m20_n20",5,20,20,4,4,"Collapsed",1000,1.5258981312988,0.0762949065649398,2.26627146883019,1.58608644553357,0.832,0.0626684059075383,0.0999999999999091,0.0990600000000181,NA
"p5_m20_n20",5,20,20,4,4,"MLE",1000,0.950036805549561,0.0475018402774781,1.87968637470375,NA,NA,0.0559766569504207,0,0.000460000000000946,NA
"p5_m20_n20",5,20,20,4,4,"RWM",1000,1.51207410886459,0.0756037054432294,2.30282203938696,1.57102679639924,0.825,0.0627553597562116,0.889999999999873,0.892979999999991,0.23187071767942
"p10_m20_n40",10,20,40,4,2,"Collapsed",1000,3.18326989151008,0.079581747287752,3.62039457879859,1.6568721308233,0.499,0.102850190333333,0.0999999999999091,0.102690000000002,NA
"p10_m20_n40",10,20,40,4,2,"MLE",1000,1.80355521969454,0.0450888804923636,2.45096448359892,NA,NA,0.0850734328879883,0,0.000300000000000637,NA
"p10_m20_n40",10,20,40,4,2,"RWM",1000,3.17485147590878,0.0793712868977195,3.65959464146202,1.62163810670969,0.48,0.103206730730767,0.9699999999998,0.980480000000001,0.116983495873968
"p20_m20_n80",20,20,80,4,1,"Collapsed",1000,6.62203475243296,0.0827754344054119,6.86403089618572,1.70015323369224,0.022,0.196384896749119,0.119999999999891,0.122869999999996,NA
"p20_m20_n80",20,20,80,4,1,"MLE",1000,3.47877407639365,0.0434846759549206,3.88384343979419,NA,NA,0.153647680342292,0,0.000629999999999654,NA
"p20_m20_n80",20,20,80,4,1,"RWM",1000,6.64064814974081,0.0830081018717602,6.92779786549556,1.6288102984139,0.031,0.196691008082688,1.31999999999971,1.33255000000001,0.0587939484871218
"p30_m20_n120",30,20,120,4,0.666666666666667,"Collapsed",1000,10.0951128045234,0.0841259400376951,10.2553497243284,1.71593792791274,0,0.292393660148963,0.139999999999873,0.143509999999988,NA
"p30_m20_n120",30,20,120,4,0.666666666666667,"MLE",1000,5.21062882218491,0.0434219068515409,5.48838782630056,NA,NA,0.224744112561552,0,0.000539999999998599,NA
"p30_m20_n120",30,20,120,4,0.666666666666667,"RWM",1000,10.1176669538138,0.0843138912817814,10.3250088392982,1.62835953101694,0,0.293033851311714,1.9699999999998,1.96526000000001,0.0394376094023506
"p3_m20_n24",3,20,24,8,6.66666666666667,"Collapsed",1000,2.05727129913564,0.085719637463985,3.93443643858684,3.20977074302259,0.895,0.0428254914632237,0.0900000000001455,0.0997899999999981,NA
"p3_m20_n24",3,20,24,8,6.66666666666667,"MLE",1000,1.47518957554973,0.061466232314572,3.58956713176814,NA,NA,0.0392878791983296,0,0.000369999999999891,NA
"p3_m20_n24",3,20,24,8,6.66666666666667,"RWM",1000,2.08372369313034,0.0868218205470974,4.11719389494622,3.16300525786065,0.883,0.0433513212802864,0.860000000000127,0.865430000000003,0.282875718929732
"p5_m20_n40",5,20,40,8,4,"Collapsed",1000,3.42879161852501,0.0857197904631251,4.87925056368038,3.35630311728213,0.816,0.0489783705922774,0.0999999999999091,0.100100000000001,NA
"p5_m20_n40",5,20,40,8,4,"MLE",1000,2.14484761184829,0.0536211902962074,3.98597819018749,NA,NA,0.0402919181335707,0,0.000429999999998017,NA
"p5_m20_n40",5,20,40,8,4,"RWM",1000,3.49541515152462,0.0873853787881156,5.16163994394472,3.27144878103028,0.769,0.0498158298995769,0.909999999999854,0.922150000000005,0.17074943735934
"p10_m20_n80",10,20,80,8,2,"Collapsed",1000,7.02039961200283,0.0877549951500354,7.93631867251017,3.49614072391958,0.465,0.076506256081234,0.109999999999673,0.10387,NA
"p10_m20_n80",10,20,80,8,2,"MLE",1000,3.87849267835063,0.0484811584793829,5.26095546940638,NA,NA,0.0540346028277435,0,0.000400000000001455,NA
"p10_m20_n80",10,20,80,8,2,"RWM",1000,7.11102120939867,0.0888877651174833,8.18259665269773,3.31310956417638,0.41,0.0771875545204628,0.989999999999782,0.995000000000003,0.0859512378094524
"p20_m20_n160",20,20,160,8,1,"Collapsed",1000,14.9600342133691,0.0935002138335571,15.4074983442171,3.59158770335129,0.012,0.145982534940934,0.119999999999891,0.12322,NA
"p20_m20_n160",20,20,160,8,1,"MLE",1000,7.9975448355046,0.0499846552219038,8.74055904195114,NA,NA,0.0927918477942509,0,0.000419999999998254,NA
"p20_m20_n160",20,20,160,8,1,"RWM",1000,15.0163932293902,0.0938524576836888,15.6018951816783,3.18043644810526,0.009,0.146452282901574,1.32999999999993,1.34114999999999,0.0429399849962491
"p30_m20_n240",30,20,240,8,0.666666666666667,"Collapsed",1000,22.255430642835,0.0927309610118124,22.5850955611267,3.61589518060804,0,0.213436399137686,0.140000000000327,0.148600000000005,NA
"p30_m20_n240",30,20,240,8,0.666666666666667,"MLE",1000,11.4594375780543,0.0477476565752263,12.033721187476,NA,NA,0.131932142845521,0,0.000569999999998345,NA
"p30_m20_n240",30,20,240,8,0.666666666666667,"RWM",1000,22.3364965682574,0.0930687357010727,22.8145253380467,3.04924824429726,0,0.213795630459951,2.01000000000022,2.05041999999999,0.0288754688672168
"p3_m50_n4",3,50,4,1.33333333333333,16.6666666666667,"Collapsed",1000,0.0689634045622413,0.0172408511405603,0.238733585914983,0.221700575463591,0.931,0.0350941272441459,0.0999999999999091,0.0998300000000058,NA
"p3_m50_n4",3,50,4,1.33333333333333,16.6666666666667,"MLE",1000,0.0513202178244193,0.0128300544561048,0.23149935867942,NA,NA,0.0349723460222633,0,0.000289999999999054,NA
"p3_m50_n4",3,50,4,1.33333333333333,16.6666666666667,"RWM",1000,0.0703390331721705,0.0175847582930426,0.247178519621362,0.220949012616719,0.926,0.0351477596767471,0.860000000000127,0.875029999999997,0.255856714178545
"p5_m50_n6",5,50,6,1.2,10,"Collapsed",1000,0.0809247118871916,0.0134874519811986,0.207839351161015,0.185790637442286,0.935,0.0534637080872906,0.0999999999999091,0.102499999999994,NA
"p5_m50_n6",5,50,6,1.2,10,"MLE",1000,0.0531553962021366,0.0088592327003561,0.195822887281793,NA,NA,0.0532955333456269,0,0.000449999999999818,NA
"p5_m50_n6",5,50,6,1.2,10,"RWM",1000,0.0799725266970186,0.0133287544495031,0.215519134808206,0.185621650004878,0.924,0.0534943723594403,0.909999999999854,0.915249999999995,0.187198549637409
"p10_m50_n11",10,50,11,1.1,5,"Collapsed",1000,0.105202232443095,0.00956383931300866,0.193268304712531,0.153536334961784,0.91,0.10314606601505,0.110000000000127,0.110450000000002,NA
"p10_m50_n11",10,50,11,1.1,5,"MLE",1000,0.0584488072931729,0.00531352793574299,0.167925430051928,NA,NA,0.102948422296651,0,0.000489999999999327,NA
"p10_m50_n11",10,50,11,1.1,5,"RWM",1000,0.106143551525957,0.00964941377508702,0.200474252244212,0.152827440972313,0.872,0.103151503057933,1,1.02057,0.089638159539885
"p20_m50_n21",20,50,21,1.05,2.5,"Collapsed",1000,0.168739925352837,0.00803523454061126,0.220157122558871,0.13321378758764,0.885,0.201957314890964,0.130000000000109,0.138109999999994,NA
"p20_m50_n21",20,50,21,1.05,2.5,"MLE",1000,0.0906850219936386,0.00431833438064946,0.160643272183602,NA,NA,0.201643015563516,0,0.000800000000000182,NA
"p20_m50_n21",20,50,21,1.05,2.5,"RWM",1000,0.166686843923294,0.00793746875825208,0.22146225591936,0.132075551583617,0.725,0.202046725518986,1.25,1.29376000000001,0.0424121030257564
"p30_m50_n31",30,50,31,1.03333333333333,1.66666666666667,"Collapsed",1000,0.229286957082656,0.00739635345427921,0.268634655438851,0.124600096536016,0.82,0.303215464163219,0.159999999999854,0.165129999999989,NA
"p30_m50_n31",30,50,31,1.03333333333333,1.66666666666667,"MLE",1000,0.122510132802911,0.00395193976783583,0.175811300823061,NA,NA,0.302782322863353,0,0.000909999999997126,NA
"p30_m50_n31",30,50,31,1.03333333333333,1.66666666666667,"RWM",1000,0.227266759631579,0.00733118579456707,0.269004270688253,0.122405303570696,0.527,0.303343277901057,1.93000000000029,1.95589999999999,0.0273970992748187
"p3_m50_n6",3,50,6,2,16.6666666666667,"Collapsed",1000,0.145579811176584,0.024263301862764,0.444554806229813,0.400683990768836,0.93,0.0276555862404993,0.0999999999994543,0.099579999999989,NA
"p3_m50_n6",3,50,6,2,16.6666666666667,"MLE",1000,0.107032604163788,0.0178387673606313,0.428807703941602,NA,NA,0.0273955717061247,0,0.000510000000002037,NA
"p3_m50_n6",3,50,6,2,16.6666666666667,"RWM",1000,0.145903553168134,0.0243172588613557,0.457821134995076,0.399357739075779,0.922,0.027637129442832,0.859999999999673,0.879949999999995,0.303792698174544
"p5_m50_n10",5,50,10,2,10,"Collapsed",1000,0.251980073066511,0.0251980073066511,0.495893455005027,0.420904388012908,0.913,0.035758533030677,0.100000000000364,0.103889999999994,NA
"p5_m50_n10",5,50,10,2,10,"MLE",1000,0.166630351673239,0.0166630351673239,0.452912258848066,NA,NA,0.0350756765152593,0,0.000460000000002765,NA
"p5_m50_n10",5,50,10,2,10,"RWM",1000,0.259646827501162,0.0259646827501162,0.518973176977263,0.419922591240617,0.903,0.0358277155429741,0.909999999999854,0.927229999999997,0.186181545386347
